ESTU_TIPODOCUMENTO;ESTU_NACIONALIDAD;ESTU_GENERO;ESTU_FECHANACIMIENTO;ESTU_EXTERIOR;PERIODO;ESTU_CONSECUTIVO;ESTU_ESTUDIANTE;ESTU_PAIS_RESIDE;ESTU_DEPTO_RESIDE;ESTU_COD_RESIDE_DEPTO;ESTU_MCPIO_RESIDE;ESTU_COD_RESIDE_MCPIO;ESTU_VALORMATRICULAUNIVERSIDAD;ESTU_PAGOMATRICULABECA;ESTU_PAGOMATRICULACREDITO;ESTU_PAGOMATRICULAPADRES;ESTU_PAGOMATRICULAPROPIO;ESTU_COMOCAPACITOEXAMENSB11;ESTU_CURSODOCENTESIES;ESTU_CURSOIESAPOYOEXTERNO;ESTU_CURSOIESEXTERNA;ESTU_SIMULACROTIPOICFES;ESTU_ACTIVIDADREFUERZOAREAS;ESTU_ACTIVIDADREFUERZOGENERIC;ESTU_TIPODOCUMENTOSB11;ESTU_SEMESTRECURSA;FAMI_EDUCACIONPADRE;FAMI_EDUCACIONMADRE;FAMI_ESTRATOVIVIENDA;FAMI_TIENEINTERNET;FAMI_TIENECOMPUTADOR;FAMI_TIENELAVADORA;FAMI_TIENEHORNOMICROOGAS;FAMI_TIENESERVICIOTV;FAMI_TIENEAUTOMOVIL;FAMI_TIENEMOTOCICLETA;FAMI_TIENECONSOLAVIDEOJUEGOS;FAMI_CUANTOSCOMPARTEBAÑO;FAMI_TRABAJOLABORPADRE;FAMI_TRABAJOLABORMADRE;ESTU_HORASSEMANATRABAJA;INST_COD_INSTITUCION;INST_NOMBRE_INSTITUCION;ESTU_PRGM_ACADEMICO;ESTU_SNIES_PRGMACADEMICO;ESTU_PRGM_CODMUNICIPIO;ESTU_PRGM_MUNICIPIO;ESTU_PRGM_DEPARTAMENTO;ESTU_NIVEL_PRGM_ACADEMICO;ESTU_METODO_PRGM;ESTU_NUCLEO_PREGRADO;ESTU_INST_CODMUNICIPIO;ESTU_INST_MUNICIPIO;ESTU_INST_DEPARTAMENTO;INST_CARACTER_ACADEMICO;INST_ORIGEN;ESTU_PRIVADO_LIBERTAD;ESTU_COD_MCPIO_PRESENTACION;ESTU_MCPIO_PRESENTACION;ESTU_DEPTO_PRESENTACION;ESTU_COD_DEPTO_PRESENTACION;MOD_RAZONA_CUANTITAT_PUNT;MOD_RAZONA_CUANTITAT_DESEM;MOD_RAZONA_CUANTITATIVO_PNAL;MOD_RAZONA_CUANTITATIVO_PNBC;MOD_LECTURA_CRITICA_PUNT;MOD_LECTURA_CRITICA_DESEM;MOD_LECTURA_CRITICA_PNAL;MOD_LECTURA_CRITICA_PNBC;MOD_COMPETEN_CIUDADA_PUNT;MOD_COMPETEN_CIUDADA_DESEM;MOD_COMPETEN_CIUDADA_PNAL;MOD_COMPETEN_CIUDADA_PNBC;MOD_INGLES_PUNT;MOD_INGLES_DESEM;MOD_INGLES_PNAL;MOD_INGLES_PNBC;MOD_COMUNI_ESCRITA_PUNT;MOD_COMUNI_ESCRITA_DESEM;MOD_COMUNI_ESCRITA_PNAL;MOD_COMUNI_ESCRITA_PNBC;PUNT_GLOBAL;PERCENTIL_NBC;PERCENTIL_GLOBAL;ESTU_INSE_INDIVIDUAL;ESTU_NSE_INDIVIDUAL;ESTU_NSE_IES;ESTU_ESTADOINVESTIGACION;CLUSTERS 2;CLUSTERS 3;CLUSTERS 4
CC;COLOMBIA;F;17/5/1995;NO;20195;EK201950212240;ESTUDIANTE;COLOMBIA;BOGOTÁ;11;BOGOTÁ D.C.;11001;Más de 7 millones;No;Si;Si;No;Repasó por cuenta propia;;;;;;;CC;11;Secundaria (Bachillerato) incompleta;Secundaria (Bachillerato) incompleta;Estrato 2;No;Si;Si;No;No;No;No;No;1;No sabe;Trabaja en el hogar, no trabaja o estudia;0;1826;UNIVERSIDAD ANTONIO NARIÑO-BOGOTÁ D.C.;MEDICINA;4911;11001;BOGOTÁ D.C.;BOGOTÁ;UNIVERSITARIO;PRESENCIAL;MEDICINA;11001;BOGOTÁ D.C.;BOGOTÁ;UNIVERSIDAD;NO OFICIAL - CORPORACIÓN;N;11001;BOGOTÁ D.C.;BOGOTÁ;11;169;3;76;54;180;3;84;62;132;2;39;21;146;A2;47;20;143;2;49;38;154;34;64;48,62590287;2;3;PUBLICAR;Oportunidad de Mejora;1;0
CC;COLOMBIA;F;8/3/1990;NO;20195;EK201950179556;ESTUDIANTE;COLOMBIA;BOGOTÁ;11;BOGOTÁ D.C.;11001;Más de 7 millones;;Si;Si;;Repasó por cuenta propia;;;;;;;TI;11;Técnica o tecnológica completa;Secundaria (Bachillerato) completa;Estrato 3;Si;Si;Si;Si;Si;No;No;No;3 o 4;Es dueño de un negocio pequeño (tiene pocos empleados o no tiene, por ejemplo tienda, papelería, etc;Pensionado;Más de 30 horas;1826;UNIVERSIDAD ANTONIO NARIÑO-BOGOTÁ D.C.;MEDICINA;4911;11001;BOGOTÁ D.C.;BOGOTÁ;UNIVERSITARIO;PRESENCIAL;MEDICINA;11001;BOGOTÁ D.C.;BOGOTÁ;UNIVERSIDAD;NO OFICIAL - CORPORACIÓN;N;11001;BOGOTÁ D.C.;BOGOTÁ;11;180;3;86;69;153;2;55;30;165;3;74;51;176;B1;78;50;144;2;52;40;164;48;77;62,66920408;4;3;PUBLICAR;Oportunidad de Mejora;0;2
CC;COLOMBIA;M;3/6/1980;NO;20195;EK201950215366;ESTUDIANTE;COLOMBIA;BOGOTÁ;11;BOGOTÁ D.C.;11001;Más de 7 millones;No;Si;No;Si;Repasó por cuenta propia;;;;;;;TI;12 o más;Educación profesional incompleta;Primaria completa;Estrato 2;No;Si;No;No;Si;No;No;No;3 o 4;No aplica;Trabaja en el hogar, no trabaja o estudia;Más de 30 horas;1826;UNIVERSIDAD ANTONIO NARIÑO-BOGOTÁ D.C.;MEDICINA;4911;11001;BOGOTÁ D.C.;BOGOTÁ;UNIVERSITARIO;PRESENCIAL;MEDICINA;11001;BOGOTÁ D.C.;BOGOTÁ;UNIVERSIDAD;NO OFICIAL - CORPORACIÓN;N;11001;BOGOTÁ D.C.;BOGOTÁ;11;151;2;57;31;155;2;57;31;140;2;48;27;125;A1;19;6;186;4;90;83;151;31;60;51,45177565;2;3;PUBLICAR;Oportunidad de Mejora;1;0
CC;COLOMBIA;F;28/7/1997;NO;20195;EK201950232256;ESTUDIANTE;COLOMBIA;BOGOTÁ;11;BOGOTÁ D.C.;11001;Más de 7 millones;No;Si;Si;No;Tomó un curso de preparación;Menos de 20 horas;Menos de 20 horas;Menos de 20 horas;No;Si;No;TI;11;Técnica o tecnológica completa;Postgrado;Estrato 3;Si;Si;Si;No;Si;Si;No;No;1;Trabaja como profesional (por ejemplo médico, abogado, ingeniero);Trabaja como profesional (por ejemplo médico, abogado, ingeniero);Entre 11 y 20 horas;1826;UNIVERSIDAD ANTONIO NARIÑO-BOGOTÁ D.C.;MEDICINA;4911;11001;BOGOTÁ D.C.;BOGOTÁ;UNIVERSITARIO;PRESENCIAL;MEDICINA;11001;BOGOTÁ D.C.;BOGOTÁ;UNIVERSIDAD;NO OFICIAL - CORPORACIÓN;N;11001;BOGOTÁ D.C.;BOGOTÁ;11;155;3;61;36;200;4;95;85;167;3;76;54;161;A2;66;36;153;3;64;52;167;54;81;70,59549455;4;3;PUBLICAR;Oportunidad de Mejora;1;1
CC;COLOMBIA;F;20/7/1997;NO;20195;EK201950180981;ESTUDIANTE;COLOMBIA;BOGOTÁ;11;BOGOTÁ D.C.;11001;Más de 7 millones;No;No;Si;No;Tomó un curso de preparación;Más de 30 horas;Más de 30 horas;Menos de 20 horas;No;Si;No;;11;Postgrado;Educación profesional incompleta;Estrato 4;Si;Si;Si;Si;Si;Si;Si;Si;NINGUNA;Es dueño de un negocio grande, tiene un cargo de nivel directivo o gerencial;Es dueño de un negocio grande, tiene un cargo de nivel directivo o gerencial;0;1826;UNIVERSIDAD ANTONIO NARIÑO-BOGOTÁ D.C.;MEDICINA;4911;11001;BOGOTÁ D.C.;BOGOTÁ;UNIVERSITARIO;PRESENCIAL;MEDICINA;11001;BOGOTÁ D.C.;BOGOTÁ;UNIVERSIDAD;NO OFICIAL - CORPORACIÓN;N;11001;BOGOTÁ D.C.;BOGOTÁ;11;182;3;87;71;150;2;52;27;150;2;58;34;143;A1;42;17;138;2;36;27;153;32;62;83,11034817;4;3;PUBLICAR;Oportunidad de Mejora;1;0
CC;COLOMBIA;F;3/8/1994;NO;20195;EK201950212581;ESTUDIANTE;COLOMBIA;BOGOTÁ;11;BOGOTÁ D.C.;11001;Más de 7 millones;No;Si;Si;No;Repasó por cuenta propia;;;;;;;CC;12 o más;Técnica o tecnológica completa;Secundaria (Bachillerato) completa;Estrato 3;Si;Si;Si;No;Si;No;Si;No;2;Trabaja como profesional (por ejemplo médico, abogado, ingeniero);Trabaja en el hogar, no trabaja o estudia;Menos de 10 horas;1826;UNIVERSIDAD ANTONIO NARIÑO-BOGOTÁ D.C.;MEDICINA;4911;11001;BOGOTÁ D.C.;BOGOTÁ;UNIVERSITARIO;PRESENCIAL;MEDICINA;11001;BOGOTÁ D.C.;BOGOTÁ;UNIVERSIDAD;NO OFICIAL - CORPORACIÓN;N;11001;BOGOTÁ D.C.;BOGOTÁ;11;187;3;90;77;156;2;59;33;168;3;76;54;165;A2;70;40;167;3;75;63;169;56;82;56,44135392;3;3;PUBLICAR;Oportunidad de Mejora;1;1
CC;COLOMBIA;F;7/9/1997;NO;20195;EK201950221595;ESTUDIANTE;COLOMBIA;BOGOTÁ;11;BOGOTÁ D.C.;11001;Más de 7 millones;No;Si;Si;No;Repasó por cuenta propia;;;;;;;TI;11;Secundaria (Bachillerato) completa;Secundaria (Bachillerato) completa;Estrato 3;Si;Si;Si;Si;No;No;No;No;5 o 6;Trabaja por cuenta propia (por ejemplo plomero, electricista);Trabaja en el hogar, no trabaja o estudia;Más de 30 horas;1826;UNIVERSIDAD ANTONIO NARIÑO-BOGOTÁ D.C.;MEDICINA;4911;11001;BOGOTÁ D.C.;BOGOTÁ;UNIVERSITARIO;PRESENCIAL;MEDICINA;11001;BOGOTÁ D.C.;BOGOTÁ;UNIVERSIDAD;NO OFICIAL - CORPORACIÓN;N;11001;BOGOTÁ D.C.;BOGOTÁ;11;185;3;89;75;190;3;90;75;168;3;77;55;174;B1;77;49;190;4;93;87;181;76;93;55,14263451;2;3;PUBLICAR;Aceptables;2;1
CC;COLOMBIA;F;18/7/1996;NO;20195;EK201950290484;ESTUDIANTE;COLOMBIA;BOGOTÁ;11;BOGOTÁ D.C.;11001;Más de 7 millones;No;Si;Si;No;Repasó por cuenta propia;;;;;;;TI;12 o más;Postgrado;Educación profesional completa;Estrato 2;Si;Si;Si;No;Si;Si;No;No;2;Trabaja por cuenta propia (por ejemplo plomero, electricista);Trabaja como profesional (por ejemplo médico, abogado, ingeniero);0;1826;UNIVERSIDAD ANTONIO NARIÑO-BOGOTÁ D.C.;MEDICINA;4911;11001;BOGOTÁ D.C.;BOGOTÁ;UNIVERSITARIO;PRESENCIAL;MEDICINA;11001;BOGOTÁ D.C.;BOGOTÁ;UNIVERSIDAD;NO OFICIAL - CORPORACIÓN;N;11001;BOGOTÁ D.C.;BOGOTÁ;11;181;3;86;70;195;3;93;81;156;2;65;41;208;B2;96;87;166;3;73;61;181;75;92;65,78659054;4;3;PUBLICAR;Aceptables;2;3
CC;COLOMBIA;F;20/3/1994;NO;20195;EK201950232752;ESTUDIANTE;COLOMBIA;BOGOTÁ;11;BOGOTÁ D.C.;11001;Más de 7 millones;No;Si;No;No;Tomó un curso de preparación;Más de 30 horas;Menos de 20 horas;Menos de 20 horas;No;Si;No;TI;11;Educación profesional completa;Secundaria (Bachillerato) incompleta;Estrato 2;No;Si;No;No;Si;No;No;No;5 o 6;Trabaja como profesional (por ejemplo médico, abogado, ingeniero);Trabaja en el hogar, no trabaja o estudia;Más de 30 horas;1826;UNIVERSIDAD ANTONIO NARIÑO-BOGOTÁ D.C.;MEDICINA;4911;11001;BOGOTÁ D.C.;BOGOTÁ;UNIVERSITARIO;PRESENCIAL;MEDICINA;11001;BOGOTÁ D.C.;BOGOTÁ;UNIVERSIDAD;NO OFICIAL - CORPORACIÓN;N;11001;BOGOTÁ D.C.;BOGOTÁ;11;141;2;45;22;137;2;38;17;150;2;58;34;171;B1;74;45;151;3;63;51;150;29;58;54,22736742;2;3;PUBLICAR;Oportunidad de Mejora;1;1
CC;COLOMBIA;M;26/7/1997;NO;20195;EK201950252829;ESTUDIANTE;COLOMBIA;BOGOTÁ;11;BOGOTÁ D.C.;11001;Más de 7 millones;No;Si;Si;No;Repasó por cuenta propia;;;;;;;TI;11;Educación profesional incompleta;Secundaria (Bachillerato) completa;Estrato 3;Si;Si;No;No;Si;No;No;No;NINGUNA;Es dueño de un negocio grande, tiene un cargo de nivel directivo o gerencial;Es dueño de un negocio pequeño (tiene pocos empleados o no tiene, por ejemplo tienda, papelería, etc;Más de 30 horas;1826;UNIVERSIDAD ANTONIO NARIÑO-BOGOTÁ D.C.;MEDICINA;4911;11001;BOGOTÁ D.C.;BOGOTÁ;UNIVERSITARIO;PRESENCIAL;MEDICINA;11001;BOGOTÁ D.C.;BOGOTÁ;UNIVERSIDAD;NO OFICIAL - CORPORACIÓN;N;18001;FLORENCIA;CAQUETA;18;143;2;47;24;172;3;76;51;167;3;76;54;192;B1;88;68;141;2;45;35;163;47;76;61,28513245;4;3;PUBLICAR;Oportunidad de Mejora;0;2
CC;COLOMBIA;M;27/1/1996;NO;20195;EK201950232369;ESTUDIANTE;COLOMBIA;BOGOTÁ;11;BOGOTÁ D.C.;11001;Más de 7 millones;No;Si;Si;No;Tomó un curso de preparación;Más de 30 horas;Más de 30 horas;Menos de 20 horas;Si;Si;Si;TI;11;Educación profesional completa;Educación profesional completa;Estrato 3;Si;Si;Si;Si;Si;Si;Si;No;3 o 4;Es dueño de un negocio pequeño (tiene pocos empleados o no tiene, por ejemplo tienda, papelería, etc;Es dueño de un negocio pequeño (tiene pocos empleados o no tiene, por ejemplo tienda, papelería, etc;Más de 30 horas;1826;UNIVERSIDAD ANTONIO NARIÑO-BOGOTÁ D.C.;MEDICINA;4911;11001;BOGOTÁ D.C.;BOGOTÁ;UNIVERSITARIO;PRESENCIAL;MEDICINA;11001;BOGOTÁ D.C.;BOGOTÁ;UNIVERSIDAD;NO OFICIAL - CORPORACIÓN;N;11001;BOGOTÁ D.C.;BOGOTÁ;11;159;3;66;41;180;3;83;62;156;2;65;41;151;A2;53;25;132;2;23;17;156;36;67;72,57470015;4;3;PUBLICAR;Oportunidad de Mejora;1;0
CC;COLOMBIA;F;28/3/1996;NO;20195;EK201950211931;ESTUDIANTE;COLOMBIA;BOGOTÁ;11;BOGOTÁ D.C.;11001;Más de 7 millones;No;Si;Si;No;Repasó por cuenta propia;;;;;;;CC;11;Primaria completa;Secundaria (Bachillerato) completa;Estrato 2;Si;Si;Si;Si;Si;No;No;Si;2;No aplica;Trabaja en el hogar, no trabaja o estudia;0;1826;UNIVERSIDAD ANTONIO NARIÑO-BOGOTÁ D.C.;MEDICINA;4911;11001;BOGOTÁ D.C.;BOGOTÁ;UNIVERSITARIO;PRESENCIAL;MEDICINA;11001;BOGOTÁ D.C.;BOGOTÁ;UNIVERSIDAD;NO OFICIAL - CORPORACIÓN;N;11001;BOGOTÁ D.C.;BOGOTÁ;11;170;3;77;56;142;2;43;20;153;2;62;38;186;B1;85;61;140;2;43;33;158;40;70;58,88595698;3;3;PUBLICAR;Oportunidad de Mejora;1;0
CC;COLOMBIA;F;1/3/1993;NO;20195;EK201950181641;ESTUDIANTE;COLOMBIA;BOGOTÁ;11;BOGOTÁ D.C.;11001;Más de 7 millones;No;Si;Si;No;Repasó por cuenta propia;;;;;;;CC;11;Técnica o tecnológica completa;Educación profesional completa;Estrato 2;Si;Si;Si;No;Si;No;No;No;3 o 4;Trabaja en el hogar, no trabaja o estudia;Trabaja como profesional (por ejemplo médico, abogado, ingeniero);Más de 30 horas;1826;UNIVERSIDAD ANTONIO NARIÑO-BOGOTÁ D.C.;MEDICINA;4911;11001;BOGOTÁ D.C.;BOGOTÁ;UNIVERSITARIO;PRESENCIAL;MEDICINA;11001;BOGOTÁ D.C.;BOGOTÁ;UNIVERSIDAD;NO OFICIAL - CORPORACIÓN;N;11001;BOGOTÁ D.C.;BOGOTÁ;11;182;3;87;72;177;3;80;57;171;3;79;58;158;A2;62;32;175;3;83;73;173;62;86;56,88712462;3;3;PUBLICAR;Oportunidad de Mejora;1;1
CC;COLOMBIA;F;15/3/1996;NO;20195;EK201950181840;ESTUDIANTE;COLOMBIA;BOGOTÁ;11;BOGOTÁ D.C.;11001;Más de 7 millones;No;Si;Si;No;Tomó un curso de preparación;Más de 30 horas;Entre 20 y 30 horas;Menos de 20 horas;No;Si;Si;TI;12 o más;Postgrado;Postgrado;Estrato 4;Si;Si;Si;Si;No;No;No;No;2;Trabaja como profesional (por ejemplo médico, abogado, ingeniero);Trabaja como profesional (por ejemplo médico, abogado, ingeniero);0;1826;UNIVERSIDAD ANTONIO NARIÑO-BOGOTÁ D.C.;MEDICINA;4911;11001;BOGOTÁ D.C.;BOGOTÁ;UNIVERSITARIO;PRESENCIAL;MEDICINA;11001;BOGOTÁ D.C.;BOGOTÁ;UNIVERSIDAD;NO OFICIAL - CORPORACIÓN;N;11001;BOGOTÁ D.C.;BOGOTÁ;11;170;3;77;56;186;3;88;70;115;1;23;11;152;A2;55;26;141;2;44;34;153;33;62;72,85595413;4;3;PUBLICAR;Oportunidad de Mejora;1;0
CC;COLOMBIA;F;5/7/1993;NO;20195;EK201950263326;ESTUDIANTE;COLOMBIA;BOGOTÁ;11;BOGOTÁ D.C.;11001;Más de 7 millones;No;Si;Si;No;Repasó por cuenta propia;;;;;;;TI;12 o más;Secundaria (Bachillerato) completa;Secundaria (Bachillerato) incompleta;Estrato 2;Si;Si;Si;No;Si;No;No;No;3 o 4;Es dueño de un negocio pequeño (tiene pocos empleados o no tiene, por ejemplo tienda, papelería, etc;Es dueño de un negocio pequeño (tiene pocos empleados o no tiene, por ejemplo tienda, papelería, etc;0;1826;UNIVERSIDAD ANTONIO NARIÑO-BOGOTÁ D.C.;MEDICINA;4911;11001;BOGOTÁ D.C.;BOGOTÁ;UNIVERSITARIO;PRESENCIAL;MEDICINA;11001;BOGOTÁ D.C.;BOGOTÁ;UNIVERSIDAD;NO OFICIAL - CORPORACIÓN;N;11001;BOGOTÁ D.C.;BOGOTÁ;11;150;2;56;31;148;2;50;25;132;2;39;21;140;A1;38;15;112;1;10;6;136;13;35;53,48104151;2;3;PUBLICAR;Oportunidad de Mejora;1;0
CC;COLOMBIA;F;26/10/1996;NO;20195;EK201950232713;ESTUDIANTE;COLOMBIA;BOGOTÁ;11;BOGOTÁ D.C.;11001;Más de 7 millones;No;Si;Si;No;Repasó por cuenta propia;;;;;;;TI;11;Técnica o tecnológica completa;Secundaria (Bachillerato) completa;Estrato 2;Si;Si;Si;Si;Si;No;No;Si;3 o 4;Trabaja en el hogar, no trabaja o estudia;Es operario de máquinas o conduce vehículos (taxita, chofer);0;1826;UNIVERSIDAD ANTONIO NARIÑO-BOGOTÁ D.C.;MEDICINA;4911;11001;BOGOTÁ D.C.;BOGOTÁ;UNIVERSITARIO;PRESENCIAL;MEDICINA;11001;BOGOTÁ D.C.;BOGOTÁ;UNIVERSIDAD;NO OFICIAL - CORPORACIÓN;N;11001;BOGOTÁ D.C.;BOGOTÁ;11;168;3;76;53;165;3;69;42;182;3;88;74;163;A2;68;37;146;2;56;44;165;50;78;60,43306033;4;3;PUBLICAR;Oportunidad de Mejora;1;0
CC;COLOMBIA;F;22/8/1992;NO;20195;EK201950217315;ESTUDIANTE;COLOMBIA;BOGOTÁ;11;BOGOTÁ D.C.;11001;Más de 7 millones;Si;No;Si;No;Tomó un curso de preparación;Entre 20 y 30 horas;Menos de 20 horas;Menos de 20 horas;Si;Si;Si;CC;11;Educación profesional completa;Secundaria (Bachillerato) completa;Estrato 3;Si;Si;Si;Si;No;Si;Si;No;NINGUNA;Es vendedor o trabaja en atención al público;Es dueño de un negocio grande, tiene un cargo de nivel directivo o gerencial;Más de 30 horas;1826;UNIVERSIDAD ANTONIO NARIÑO-BOGOTÁ D.C.;MEDICINA;4911;11001;BOGOTÁ D.C.;BOGOTÁ;UNIVERSITARIO;PRESENCIAL;MEDICINA;11001;BOGOTÁ D.C.;BOGOTÁ;UNIVERSIDAD;NO OFICIAL - CORPORACIÓN;N;11001;BOGOTÁ D.C.;BOGOTÁ;11;143;2;47;24;113;1;14;5;178;3;85;68;187;B1;85;61;133;2;24;18;151;30;59;66,40297636;4;3;PUBLICAR;Oportunidad de Mejora;0;2
CC;COLOMBIA;F;7/2/1996;NO;20195;EK201950272260;ESTUDIANTE;COLOMBIA;BOGOTÁ;11;BOGOTÁ D.C.;11001;Más de 7 millones;No;No;Si;No;Repasó por cuenta propia;;;;;;;TI;11;Educación profesional completa;Postgrado;Estrato 1;Si;Si;No;No;Si;No;Si;No;3 o 4;Trabaja como profesional (por ejemplo médico, abogado, ingeniero);Trabaja como profesional (por ejemplo médico, abogado, ingeniero);0;1826;UNIVERSIDAD ANTONIO NARIÑO-BOGOTÁ D.C.;MEDICINA;4911;11001;BOGOTÁ D.C.;BOGOTÁ;UNIVERSITARIO;PRESENCIAL;MEDICINA;11001;BOGOTÁ D.C.;BOGOTÁ;UNIVERSIDAD;NO OFICIAL - CORPORACIÓN;N;11001;BOGOTÁ D.C.;BOGOTÁ;11;164;3;72;48;175;3;79;55;144;2;52;30;154;A2;58;28;149;2;61;49;157;39;69;64,08202992;4;3;PUBLICAR;Oportunidad de Mejora;1;0
CC;COLOMBIA;F;5/5/1995;NO;20195;EK201950220348;ESTUDIANTE;COLOMBIA;BOGOTÁ;11;BOGOTÁ D.C.;11001;Más de 7 millones;Si;No;Si;Si;Repasó por cuenta propia;;;;;;;CC;11;Postgrado;Postgrado;Estrato 3;Si;Si;Si;Si;Si;Si;No;Si;2;Trabaja como profesional (por ejemplo médico, abogado, ingeniero);Trabaja como profesional (por ejemplo médico, abogado, ingeniero);Más de 30 horas;1826;UNIVERSIDAD ANTONIO NARIÑO-BOGOTÁ D.C.;MEDICINA;4911;11001;BOGOTÁ D.C.;BOGOTÁ;UNIVERSITARIO;PRESENCIAL;MEDICINA;11001;BOGOTÁ D.C.;BOGOTÁ;UNIVERSIDAD;NO OFICIAL - CORPORACIÓN;N;11001;BOGOTÁ D.C.;BOGOTÁ;11;159;3;66;41;153;2;55;29;179;3;86;69;166;A2;71;41;146;2;57;45;161;43;73;89,18231217;4;3;PUBLICAR;Oportunidad de Mejora;1;0
CC;COLOMBIA;M;4/4/1997;NO;20195;EK201950216937;ESTUDIANTE;COLOMBIA;BOGOTÁ;11;BOGOTÁ D.C.;11001;Más de 7 millones;No;No;Si;No;Tomó un curso de preparación;Entre 20 y 30 horas;Entre 20 y 30 horas;Entre 20 y 30 horas;Si;Si;Si;TI;11;Educación profesional incompleta;No Aplica;Estrato 4;Si;Si;Si;Si;Si;Si;No;No;3 o 4;Trabaja por cuenta propia (por ejemplo plomero, electricista);Trabaja como profesional (por ejemplo médico, abogado, ingeniero);0;1826;UNIVERSIDAD ANTONIO NARIÑO-BOGOTÁ D.C.;MEDICINA;4911;11001;BOGOTÁ D.C.;BOGOTÁ;UNIVERSITARIO;PRESENCIAL;MEDICINA;11001;BOGOTÁ D.C.;BOGOTÁ;UNIVERSIDAD;NO OFICIAL - CORPORACIÓN;N;11001;BOGOTÁ D.C.;BOGOTÁ;11;181;3;86;70;157;2;60;34;160;3;69;45;179;B1;80;53;130;2;20;15;161;45;74;67,30178453;4;3;PUBLICAR;Oportunidad de Mejora;0;2
CC;COLOMBIA;F;19/6/1996;NO;20195;EK201950264349;ESTUDIANTE;COLOMBIA;BOGOTÁ;11;BOGOTÁ D.C.;11001;Más de 7 millones;No;Si;No;No;Repasó por cuenta propia;;;;;;;TI;11;Técnica o tecnológica completa;Postgrado;Estrato 3;Si;Si;Si;No;No;No;No;No;1;Es dueño de un negocio pequeño (tiene pocos empleados o no tiene, por ejemplo tienda, papelería, etc;Tiene un trabajo de tipo auxiliar administrativo (por ejemplo, secretario o asistente);Entre 21 y 30 horas;1826;UNIVERSIDAD ANTONIO NARIÑO-BOGOTÁ D.C.;MEDICINA;4911;11001;BOGOTÁ D.C.;BOGOTÁ;UNIVERSITARIO;PRESENCIAL;MEDICINA;11001;BOGOTÁ D.C.;BOGOTÁ;UNIVERSIDAD;NO OFICIAL - CORPORACIÓN;N;11001;BOGOTÁ D.C.;BOGOTÁ;11;202;3;96;92;209;4;98;93;193;3;94;86;212;B2;97;91;216;4;100;99;206;98;100;61,01835378;4;3;PUBLICAR;Aceptables;2;3
CC;COLOMBIA;F;20/4/1993;NO;20195;EK201950262779;ESTUDIANTE;COLOMBIA;BOGOTÁ;11;BOGOTÁ D.C.;11001;Más de 7 millones;No;Si;Si;No;No realizó ninguna prueba de preparación;;;;;;;TI;11;Postgrado;Técnica o tecnológica completa;Estrato 2;Si;Si;Si;No;Si;No;No;No;1;Trabaja como profesional (por ejemplo médico, abogado, ingeniero);Tiene un trabajo de tipo auxiliar administrativo (por ejemplo, secretario o asistente);0;1826;UNIVERSIDAD ANTONIO NARIÑO-BOGOTÁ D.C.;MEDICINA;4911;11001;BOGOTÁ D.C.;BOGOTÁ;UNIVERSITARIO;PRESENCIAL;MEDICINA;11001;BOGOTÁ D.C.;BOGOTÁ;UNIVERSIDAD;NO OFICIAL - CORPORACIÓN;N;11001;BOGOTÁ D.C.;BOGOTÁ;11;142;2;46;23;138;2;38;17;142;2;49;28;133;A1;29;10;192;4;94;89;149;28;57;62,71979632;4;3;PUBLICAR;Oportunidad de Mejora;1;0
CC;COLOMBIA;M;9/9/1996;NO;20195;EK201950215485;ESTUDIANTE;COLOMBIA;BOGOTÁ;11;BOGOTÁ D.C.;11001;Más de 7 millones;No;Si;No;No;Repasó por cuenta propia;;;;;;;TI;11;Postgrado;Secundaria (Bachillerato) completa;Estrato 3;Si;Si;Si;Si;Si;Si;No;No;3 o 4;Trabaja como profesional (por ejemplo médico, abogado, ingeniero);Trabaja en el hogar, no trabaja o estudia;Más de 30 horas;1826;UNIVERSIDAD ANTONIO NARIÑO-BOGOTÁ D.C.;MEDICINA;4911;11001;BOGOTÁ D.C.;BOGOTÁ;UNIVERSITARIO;PRESENCIAL;MEDICINA;11001;BOGOTÁ D.C.;BOGOTÁ;UNIVERSIDAD;NO OFICIAL - CORPORACIÓN;N;11001;BOGOTÁ D.C.;BOGOTÁ;11;190;3;91;81;151;2;53;28;176;3;84;65;183;B1;83;57;143;2;50;39;169;56;82;68,23551983;4;3;PUBLICAR;Oportunidad de Mejora;0;2
